fecha_recepcion,fecha_envio,producto,subproducto,asunto,subasunto,descripcion_queja,descripcion_solucion,compania,estado_abbr,estado,codigo_postal,etiquetas,consentimiento_cliente,medio_comunicacion,estatus_queja,respuesta_a_tiempo,se_abre_disputa
23/09/2013,23/09/2013,Credit reporting,,Incorrect information on credit report,Public record,,,Experian,CO,Colorado,91914,,N/A,Web,Closed with non-monetary relief,Yes,No
27/09/2013,15/10/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",PA,Pennsylvania,19150,,N/A,Referral,Closed with explanation,Yes,No
23/09/2013,24/09/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,JPMorgan Chase & Co.,ID,Idaho,83701,,N/A,Referral,Closed with monetary relief,Yes,No
26/06/2014,01/07/2014,Credit card,,Other,,,,Discover,NC,North Carolina,28544,,N/A,Referral,Closed with explanation,Yes,Yes
23/09/2013,24/09/2013,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,PNC Bank N.A.,NJ,New Jersey,7052,,N/A,Referral,Closed,Yes,No
23/09/2013,24/09/2013,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,,,Citibank,NJ,New Jersey,8902,,N/A,Referral,Closed with explanation,Yes,Yes
23/09/2013,24/09/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,TX,Texas,75238,,N/A,Referral,Closed with explanation,Yes,No
27/09/2013,27/09/2013,Credit card,,Transaction issue,,,,JPMorgan Chase & Co.,AZ,Arizona,86327,,N/A,Web,Closed with explanation,Yes,No
23/09/2013,24/09/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,"Citizens Financial Group, Inc.",MA,Massachusetts,1944,,N/A,Web,Closed with explanation,Yes,No
23/09/2013,24/09/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,BB&T Financial,MD,Maryland,20774,,N/A,Referral,Closed with explanation,Yes,No
27/09/2013,30/09/2013,Debt collection,Credit card,Cont''d attempts collect debt not owed,Debt is not mine,,,Citibank,NY,New York,11436,,N/A,Phone,Closed with explanation,Yes,No
27/09/2013,27/09/2013,Debt collection,Credit card,Taking/threatening an illegal action,Sued w/o proper notification of suit,,,JPMorgan Chase & Co.,TX,Texas,75054,,N/A,Web,Closed with explanation,Yes,No
27/09/2013,30/09/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"Fay Servicing, LLC",PA,Pennsylvania,17110,,N/A,Web,Closed with explanation,Yes,No
23/09/2013,24/09/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,MI,Michigan,48122,,N/A,Web,Closed with explanation,Yes,No
23/09/2013,24/09/2013,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,"Expert Global Solutions, Inc.",FL,Florida,34471,,N/A,Phone,Closed with explanation,Yes,No
27/09/2013,28/10/2013,Debt collection,Medical,Disclosure verification of debt,Not disclosed as an attempt to collect,,,"Alco Collections, Inc.",LA,Louisiana,70884,,N/A,Web,Closed,Yes,No
23/09/2013,24/09/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Experian,CA,California,91915,,N/A,Web,Closed with non-monetary relief,Yes,No
27/09/2013,27/09/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Attempted to/Collected exempt funds,,,"North American Asset Services, LLC",WI,Wisconsin,53118,,N/A,Web,Closed with explanation,Yes,No
23/09/2013,24/09/2013,Credit card,,Identity theft / Fraud / Embezzlement,,,,Encore Capital Group,OH,Ohio,45011,,N/A,Web,Closed with non-monetary relief,Yes,No
27/09/2013,30/09/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Associated Bank,WI,Wisconsin,54303,,N/A,Referral,Closed with explanation,Yes,Yes
23/09/2013,24/09/2013,Bank account or service,Savings account,"Account opening, closing, or management",,,,Wells Fargo & Company,CT,Connecticut,6513,,N/A,Phone,Closed with monetary relief,Yes,No
23/09/2013,24/09/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont''d attempts collect debt not owed,Debt is not mine,,,"North Shore Agency, LLC",CA,California,95928,"Older American, Servicemember",N/A,Phone,Closed,Yes,No
23/09/2013,23/09/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Equifax,NY,New York,10023,Older American,N/A,Web,Closed with non-monetary relief,Yes,Yes
27/09/2013,30/09/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,Citibank,PA,Pennsylvania,18088,,N/A,Web,Closed with non-monetary relief,Yes,No
23/09/2013,23/09/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,,,Encore Capital Group,WV,West Virginia,26101,,N/A,Web,Closed with explanation,Yes,No
23/09/2013,24/09/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,TCF National Bank,MN,Minnesota,55404,,N/A,Postal mail,Closed with explanation,Yes,Yes
27/09/2013,30/09/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,M&T Bank Corporation,TX,Texas,77489,,N/A,Web,Closed with explanation,Yes,No
23/09/2013,24/09/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,NY,New York,27705,,N/A,Referral,Closed with explanation,Yes,No
27/09/2013,02/10/2013,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,"Citizens Financial Group, Inc.",RI,Rhode Island,2911,Older American,N/A,Phone,Closed with explanation,Yes,Yes
23/09/2013,19/11/2013,Credit reporting,,Credit monitoring or identity protection,Account terms and changes,,,Experian,TX,Texas,78216,,N/A,Referral,Closed with non-monetary relief,Yes,No
23/09/2013,24/09/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Citibank,WA,Washington,98501,,N/A,Referral,Closed with explanation,Yes,No
27/09/2013,30/09/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Equifax,FL,Florida,33141,,N/A,Web,Closed with non-monetary relief,Yes,No
23/09/2013,24/09/2013,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,Quicken Loans,MA,Massachusetts,2769,,N/A,Web,Closed with explanation,Yes,No
27/09/2013,30/09/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,CA,California,93675,,N/A,Web,Closed with non-monetary relief,Yes,No
27/09/2013,30/09/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,NC,North Carolina,28786,Older American,N/A,Postal mail,Closed with explanation,Yes,No
27/09/2013,30/09/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,CA,California,94531,,N/A,Referral,Closed with explanation,Yes,No
27/09/2013,30/09/2013,Bank account or service,Checking account,Using a debit or ATM card,,,,JPMorgan Chase & Co.,IN,Indiana,46394,,N/A,Referral,Closed with explanation,Yes,No
27/09/2013,09/10/2013,Mortgage,Second mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,CA,California,94015,,N/A,Web,Closed with explanation,Yes,No
23/09/2013,24/09/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Arbor Residential Mortgage LLC,TX,Texas,77386,,N/A,Web,Closed with explanation,Yes,No
23/09/2013,23/09/2013,Debt collection,Credit card,Cont''d attempts collect debt not owed,Debt was paid,,,Bank of America,CA,California,92128,,N/A,Web,Closed with explanation,Yes,Yes
27/09/2013,27/09/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,TX,Texas,78225,,N/A,Web,Closed with explanation,Yes,Yes
23/09/2013,23/09/2013,Debt collection,Credit card,Cont''d attempts collect debt not owed,Debt was paid,,,Bank of America,CA,California,92128,,N/A,Web,Closed with explanation,Yes,No
27/09/2013,27/09/2013,Credit card,,Credit line increase/decrease,,,,Discover,TX,Texas,75204,,N/A,Web,Closed with explanation,Yes,No
27/09/2013,01/10/2013,Mortgage,VA mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,TX,Texas,78660,,N/A,Web,Closed with explanation,Yes,No
23/09/2013,24/09/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,IL,Illinois,60016,,N/A,Web,Closed with explanation,Yes,No
27/09/2013,01/10/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,Wells Fargo & Company,PA,Pennsylvania,19343,,N/A,Phone,Closed with monetary relief,Yes,No
23/09/2013,23/09/2013,Debt collection,Mortgage,Cont''d attempts collect debt not owed,Debt was discharged in bankruptcy,,,Bank of America,FL,Florida,33578,Servicemember,N/A,Web,Closed with explanation,Yes,No
27/09/2013,30/09/2013,Bank account or service,Checking account,Using a debit or ATM card,,,,Comerica,GA,Georgia,30707,,N/A,Phone,Closed with explanation,Yes,No
27/09/2013,27/09/2013,Credit card,,Credit card protection / Debt protection,,,,Capital One,NC,North Carolina,27520,,N/A,Web,Closed with monetary relief,Yes,No
27/09/2013,15/10/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",TX,Texas,76114,,N/A,Postal mail,Closed with explanation,Yes,No
23/09/2013,24/09/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont''d attempts collect debt not owed,Debt is not mine,,,"Expert Global Solutions, Inc.",FM,Federate States of Micronesia,32225,,N/A,Phone,Closed with explanation,Yes,No
27/09/2013,30/09/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,JPMorgan Chase & Co.,AZ,Arizona,85648,,N/A,Phone,Closed with explanation,Yes,No
27/09/2013,27/09/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Equifax,GA,Georgia,30549,,N/A,Web,Closed with explanation,Yes,Yes
27/09/2013,30/09/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,MD,Maryland,21030,,N/A,Postal mail,Closed with monetary relief,Yes,No
23/09/2013,24/09/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,OH,Ohio,45005,,N/A,Web,Closed with explanation,Yes,No
23/09/2013,23/09/2013,Debt collection,Medical,Communication tactics,Called after sent written cease of comm,,,Clark County Collection Service,NV,Nevada,89031,,N/A,Web,Closed with explanation,Yes,No
27/09/2013,04/11/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,NJ,New Jersey,7083,,N/A,Referral,Closed with non-monetary relief,Yes,No
04/10/2013,07/10/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,TX,Texas,75115,,N/A,Postal mail,Closed with explanation,Yes,No
23/09/2013,24/09/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Citibank,TX,Texas,75081,Older American,N/A,Web,Closed with explanation,Yes,Yes
04/10/2013,07/10/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Ocwen,MD,Maryland,21212,,N/A,Web,Closed with explanation,Yes,Yes
04/10/2013,07/10/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Citibank,CA,California,91505,,N/A,Web,Closed with explanation,Yes,Yes
27/09/2013,30/09/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Provident Funding,CA,California,94536,,N/A,Web,Closed with explanation,Yes,Yes
04/10/2013,07/10/2013,Mortgage,VA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,VA,Virginia,23231,,N/A,Web,Closed with explanation,Yes,No
23/09/2013,10/10/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,MA,Massachusetts,2136,,N/A,Web,Closed with explanation,Yes,No
04/10/2013,07/10/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,PNC Bank N.A.,,,,,N/A,Phone,Closed with monetary relief,Yes,No
04/10/2013,04/10/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,First Advantage Corporation,OH,Ohio,45402,,N/A,Web,Closed with explanation,Yes,Yes
23/09/2013,23/09/2013,Credit card,,Credit determination,,,,JPMorgan Chase & Co.,NY,New York,11694,Older American,N/A,Web,Closed with explanation,Yes,No
04/10/2013,07/10/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,EverBank,WI,Wisconsin,54494,,N/A,Web,Closed with explanation,Yes,No
04/10/2013,07/10/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"Select Portfolio Servicing, Inc",FL,Florida,33596,,N/A,Phone,Closed with explanation,Yes,No
27/09/2013,16/10/2013,Credit card,,Closing/Cancelling account,,,,"National Check Bureau, Inc.",MI,Michigan,48230,,N/A,Web,Closed with monetary relief,Yes,No
04/10/2013,07/10/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Wells Fargo & Company,FL,Florida,33511,,N/A,Web,Closed with explanation,Yes,No
27/09/2013,30/09/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"SunTrust Banks, Inc.",TX,Texas,77586,,N/A,Web,Closed with explanation,Yes,Yes
23/09/2013,24/09/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"Bayview Loan Servicing, LLC",CT,Connecticut,6374,,N/A,Phone,Closed with explanation,Yes,No
27/09/2013,30/09/2013,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,,Zions Bancorporation,TX,Texas,77586,,N/A,Web,Closed with explanation,Yes,No
04/10/2013,04/10/2013,Debt collection,Medical,Cont''d attempts collect debt not owed,Debt is not mine,,,"I.C. System, Inc.",OR,Oregon,97008,,N/A,Web,Closed with explanation,Yes,No
23/09/2013,24/09/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,"Seterus, Inc.",AZ,Arizona,85050,Older American,N/A,Web,Closed with explanation,Yes,No
23/09/2013,23/09/2013,Credit card,,Other,,,,Bank of America,GA,Georgia,30093,Older American,N/A,Web,Closed with explanation,Yes,No
27/09/2013,27/09/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont''d attempts collect debt not owed,Debt is not mine,,,Encore Capital Group,NJ,New Jersey,7407,,N/A,Web,Closed with explanation,Yes,Yes
23/10/2013,13/11/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",NV,Nevada,89103,Older American,N/A,Postal mail,Closed with non-monetary relief,Yes,No
23/10/2013,23/10/2013,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,,,"TransUnion Intermediate Holdings, Inc.",IL,Illinois,60554,,N/A,Web,Closed with non-monetary relief,Yes,No
23/10/2013,14/11/2013,Credit reporting,,Improper use of my credit report,Report shared with employer w/o consent,,,"TransUnion Intermediate Holdings, Inc.",MS,Mississippi,38773,,N/A,Web,Closed with explanation,Yes,No
27/09/2013,08/10/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,MD,Maryland,21030,,N/A,Postal mail,Closed with non-monetary relief,Yes,No
27/09/2013,27/09/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont''d attempts collect debt not owed,Debt was paid,,,Encore Capital Group,HI,Hawaii,96778,,N/A,Web,Closed with explanation,Yes,No
04/10/2013,07/10/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",CA,California,92018,,N/A,Web,Closed with explanation,Yes,No
23/09/2013,24/09/2013,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,"Portfolio Recovery Associates, Inc.",MN,Minnesota,55422,Older American,N/A,Phone,Closed with non-monetary relief,Yes,No
04/10/2013,07/10/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Citibank,MI,Michigan,48912,Older American,N/A,Web,Closed with explanation,Yes,No
23/10/2013,23/10/2013,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,,,Citibank,TX,Texas,77072,,N/A,Web,Closed with non-monetary relief,Yes,No
23/10/2013,23/10/2013,Credit card,,APR or interest rate,,,,JPMorgan Chase & Co.,TX,Texas,77338,,N/A,Web,Closed with explanation,Yes,No
27/09/2013,06/11/2013,Credit card,,Unsolicited issuance of credit card,,,,Amex,TX,Texas,75010,,N/A,Web,Closed with non-monetary relief,Yes,Yes
27/09/2013,30/09/2013,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,,,Bank of America,LA,Louisiana,70005,,N/A,Web,Closed with explanation,Yes,No
23/10/2013,24/10/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,"Select Portfolio Servicing, Inc",FL,Florida,33056,Older American,N/A,Referral,Closed with explanation,Yes,No
23/10/2013,24/10/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,VA,Virginia,24382,,N/A,Web,Closed with explanation,Yes,Yes
27/09/2013,27/09/2013,Credit card,,Credit determination,,,,Capital One,FL,Florida,32905,,N/A,Web,Closed with explanation,Yes,No
04/10/2013,07/10/2013,Mortgage,VA mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,MO,Missouri,64052,Servicemember,N/A,Web,Closed with explanation,Yes,No
23/10/2013,23/10/2013,Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,,,JPMorgan Chase & Co.,GA,Georgia,30044,,N/A,Web,Closed with explanation,Yes,No
05/10/2013,04/10/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,VA,Virginia,23507,,N/A,Web,Closed with explanation,Yes,Yes
05/10/2013,07/10/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Bank of America,ME,Maine,4005,,N/A,Web,Closed with explanation,Yes,Yes
05/10/2013,07/10/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,WA,Washington,98115,,N/A,Web,Closed with explanation,Yes,Yes
05/10/2013,07/10/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,LoanDepot,NV,Nevada,89431,,N/A,Web,Closed with explanation,Yes,No
05/10/2013,07/10/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Wells Fargo & Company,CA,California,92649,Older American,N/A,Web,Closed with explanation,Yes,Yes
05/10/2013,04/10/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,SC,South Carolina,29212,,N/A,Web,Closed with non-monetary relief,Yes,No
23/10/2013,23/10/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Nationstar Mortgage,FL,Florida,34209,,N/A,Web,Closed with explanation,Yes,No
23/10/2013,24/10/2013,Mortgage,Other mortgage,Other,,,,"Select Portfolio Servicing, Inc",NJ,New Jersey,7305,,N/A,Referral,Closed with explanation,Yes,No
05/10/2013,04/10/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",SC,South Carolina,29212,,N/A,Web,Closed with explanation,Yes,Yes
27/09/2013,27/09/2013,Credit reporting,,Credit reporting company''s investigation,No notice of investigation status/result,,,Equifax,CT,Connecticut,6811,,N/A,Web,Closed with explanation,Yes,No
05/10/2013,07/10/2013,Credit card,,Other,,,,"Portfolio Recovery Associates, Inc.",NY,New York,10598,,N/A,Web,Closed with non-monetary relief,Yes,No
27/09/2013,01/10/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Wells Fargo & Company,UT,Utah,84074,,N/A,Web,Closed with explanation,Yes,No
05/10/2013,07/10/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,MD,Maryland,21742,,N/A,Web,Closed with explanation,Yes,No
05/10/2013,07/10/2013,Credit reporting,,Credit reporting company''s investigation,No notice of investigation status/result,,,"TransUnion Intermediate Holdings, Inc.",LA,Louisiana,71211,,N/A,Web,Closed with explanation,Yes,No
05/10/2013,07/10/2013,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,,,Experian,LA,Louisiana,71211,,N/A,Web,Closed with explanation,Yes,No
23/09/2013,24/09/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,"Citizens Financial Group, Inc.",RI,Rhode Island,2919,,N/A,Web,Closed with explanation,Yes,No
27/09/2013,30/09/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,CA,California,94565,Older American,N/A,Web,Closed with explanation,Yes,No
23/09/2013,23/09/2013,Credit reporting,,Credit monitoring or identity protection,Problem cancelling or closing account,,,Experian,MD,Maryland,20855,,N/A,Web,Closed with explanation,Yes,No
27/09/2013,30/09/2013,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,JPMorgan Chase & Co.,IL,Illinois,60060,,N/A,Web,Closed with explanation,Yes,No
23/09/2013,24/09/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,EverBank,GA,Georgia,31419,,N/A,Phone,Closed with explanation,Yes,No
05/10/2013,07/10/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont''d attempts collect debt not owed,Debt was paid,,,"Linebarger Goggan Blair & Sampson, LLP",CO,Colorado,80022,,N/A,Web,Closed with explanation,Yes,No
05/10/2013,05/10/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,MA,Massachusetts,2169,,N/A,Web,Closed with non-monetary relief,Yes,No
27/09/2013,30/09/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,Wells Fargo & Company,MN,Minnesota,55033,,N/A,Web,Closed with explanation,Yes,No
23/10/2013,23/10/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont''d attempts collect debt not owed,Debt was paid,,,"I.C. System, Inc.",IL,Illinois,61350,,N/A,Web,Closed with explanation,Yes,No
27/09/2013,01/10/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,CO,Colorado,80227,,N/A,Fax,Closed with explanation,Yes,No
23/10/2013,23/10/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,NC,North Carolina,27856,,N/A,Web,Closed with explanation,Yes,No
23/10/2013,23/10/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ditech Financial LLC,CA,California,94708,Older American,N/A,Web,Closed with explanation,Yes,No
05/10/2013,05/10/2013,Credit reporting,,Credit reporting company''s investigation,No notice of investigation status/result,,,"TransUnion Intermediate Holdings, Inc.",MN,Minnesota,55311,Older American,N/A,Web,Closed with explanation,Yes,No
23/09/2013,24/09/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CA,California,92626,,N/A,Web,Closed with explanation,Yes,No
27/09/2013,30/09/2013,Consumer Loan,Vehicle loan,Shopping for a loan or lease,,,,Wells Fargo & Company,CA,California,91752,,N/A,Web,Closed with explanation,Yes,No
05/10/2013,07/10/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,FL,Florida,34786,,N/A,Web,Closed with explanation,Yes,No
05/10/2013,05/10/2013,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,,,"Credit Consulting Services, Inc.",CA,California,93950,,N/A,Web,Closed with explanation,Yes,Yes
05/10/2013,05/10/2013,Debt collection,Medical,Cont''d attempts collect debt not owed,Debt was paid,,,"Professional Medical Management, Inc.",NJ,New Jersey,8021,,N/A,Web,Closed with non-monetary relief,Yes,No
23/10/2013,23/10/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Bank of America,NY,New York,11210,,N/A,Phone,Closed with explanation,Yes,No
05/10/2013,05/10/2013,Credit card,,Delinquent account,,,,Discover,TX,Texas,77379,,N/A,Web,Closed with explanation,Yes,No
23/09/2013,24/09/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Resurgent Capital Services L.P.,CA,California,92025,,N/A,Web,Closed with explanation,Yes,No
18/06/2014,18/06/2014,Credit card,,Billing disputes,,,,Capital One,MN,Minnesota,55435,,N/A,Web,Closed with monetary relief,Yes,Yes
27/09/2013,30/09/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,"SunTrust Banks, Inc.",GA,Georgia,30328,,N/A,Web,Closed with explanation,Yes,Yes
05/10/2013,07/10/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,JPMorgan Chase & Co.,IL,Illinois,60120,,N/A,Web,Closed with monetary relief,Yes,No
23/10/2013,05/03/2014,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,NJ,New Jersey,7430,,N/A,Postal mail,Closed with explanation,Yes,Yes
05/10/2013,05/10/2013,Credit card,,Billing disputes,,,,Capital One,OR,Oregon,97223,,N/A,Web,Closed with explanation,Yes,Yes
05/10/2013,05/10/2013,Credit card,,Transaction issue,,,,Barclays PLC,TX,Texas,75025,Servicemember,N/A,Web,Closed with explanation,Yes,No
23/10/2013,23/10/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,JPMorgan Chase & Co.,NY,New York,11234,,N/A,Web,Closed with explanation,Yes,No
23/09/2013,25/09/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Wells Fargo & Company,CA,California,95823,,N/A,Web,Closed with explanation,Yes,No
23/10/2013,23/10/2013,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Indicated committed crime not paying,,,"Cavalry Investments, LLC",VA,Virginia,24132,Older American,N/A,Web,Closed with explanation,Yes,No
05/10/2013,07/10/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",FL,Florida,32246,,N/A,Web,Closed with non-monetary relief,Yes,No
05/10/2013,07/10/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,NJ,New Jersey,7753,,N/A,Web,Closed with explanation,Yes,No
05/10/2013,07/10/2013,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,"EOS Holdings, Inc.",OK,Oklahoma,74075,,N/A,Web,Closed with explanation,Yes,No
23/09/2013,23/09/2013,Credit reporting,,Credit reporting company''s investigation,Problem with statement of dispute,,,Experian,CA,California,93675,,N/A,Web,Closed with non-monetary relief,Yes,Yes
05/10/2013,07/10/2013,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,,,Experian,CA,California,93675,,N/A,Web,Closed with explanation,Yes,Yes
05/10/2013,07/10/2013,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,,,Equifax,CA,California,93675,,N/A,Web,Closed with explanation,Yes,Yes
27/09/2013,27/09/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Equifax,KS,Kansas,67026,,N/A,Web,Closed with non-monetary relief,Yes,No
23/10/2013,23/10/2013,Credit reporting,,Credit reporting company''s investigation,Problem with statement of dispute,,,Equifax,NC,North Carolina,27834,,N/A,Web,Closed with explanation,Yes,No
05/10/2013,07/10/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ditech Financial LLC,NC,North Carolina,28445,,N/A,Web,Closed with explanation,Yes,Yes
05/10/2013,07/10/2013,Consumer Loan,Vehicle lease,Taking out the loan or lease,,,,American Honda Finance Corporation,FL,Florida,33763,,N/A,Web,Closed with monetary relief,Yes,No
05/10/2013,05/10/2013,Credit card,,Billing disputes,,,,Citibank,FL,Florida,32257,,N/A,Web,Closed with monetary relief,Yes,No
05/10/2013,05/10/2013,Credit card,,Delinquent account,,,,Bank of America,FL,Florida,33172,,N/A,Web,Closed with explanation,Yes,No
05/10/2013,07/10/2013,Bank account or service,Savings account,"Making/receiving payments, sending money",,,,Synchrony Financial,IL,Illinois,60477,,N/A,Web,Closed with explanation,Yes,No
